,Lat,Long,Name,On_Yelp,Treated_Yelp,Review_count,Link,ID,Phone,Categories,Rating,City,Address,Treated_NonYelp,Num_control,Info_control,Zip,Control,Freq,City_code,Price,Amenities,Amenity_score,Takes_reservations,Offers_delivery,Parking_available,State,Geo_code,Review_count_before,Review_count_after,Rating_before,Rating_after,Match,x,y,n_neighbors,high_sub,high_rating
1258,41.8277769608987,-71.4176997932858,Dave & Buster's,Y,N,272.0,https://www.yelp.com/biz/dave-and-busters-providence-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,rfUFqPC6L4kAwbXvyyRPjg,14012704555.0,"Bars, American (Traditional), Arcades",3.0,Providence,"['40 Providence Pl', 'Providence, RI 02903']",N,0.0,,2903,Y,1,1025,$$,"Health Score:81 out of 100,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:No,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner, Late Night,Parking:Garage,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Wed, Fri,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:No,Has Pool Table:Yes",5,1,0,1,RI,Providence_RI,54.0,69.0,2.7962962962962963,2.4347826086956523,3,-7950181.974615455,5135216.077671762,5,0,1
1262,32.87361,-97.10321,Dave & Buster's,Y,N,164.0,https://www.yelp.com/biz/dave-and-busters-euless-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,H82Wcpvl0DmH25Wu5RfLvw,18177861600.0,"Arcades, Bars, American (Traditional)",3.0,Euless,"['2525 Rio Grande Blvd', 'Euless, TX 76039']",N,0.0,,76039,Y,1,377,$$,"Play Area:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:Yes",5,1,0,1,TX,Euless_TX,85.0,58.0,3.1058823529411765,2.896551724137931,3,-10809479.89159231,3878539.7960504317,9,0,1
1268,33.0639266967773,-117.263328552246,Chili's,Y,N,145.0,https://www.yelp.com/biz/chilis-encinitas?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,S1iCm3yPWJSPVPnHjzlkSQ,17606345488.0,"American (Traditional), Bars, Tex-Mex",3.0,Encinitas,"['1004 N El Camino Real', 'Encinitas, CA 92024']",N,0.0,,92024,Y,1,369,$$,"Health Score:A,Happy Hour Specials:Yes,Curbside Pickup:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Outdoor Seating:No,Wi-Fi:No,Has TV:Yes,Caters:Yes,Has Pool Table:No",3,0,1,1,CA,Encinitas_CA,34.0,31.0,2.7058823529411766,2.7096774193548385,3,-13053694.023160363,3903792.2404760844,10,0,1
1274,42.530496,-82.91574399999998,Applebee's,Y,N,177.0,https://www.yelp.com/biz/applebees-grill-bar-roseville-2?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,nyZ16MF4cVNBw4PbGdAvWA,15864159630.0,"American (Traditional), Sports Bars, Burgers",3.0,Roseville,"['31653 Gratiot Ave', 'Roseville, MI 48066']",N,0.0,,48066,Y,1,1089,$$,"Health Score:97 out of 100,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Accepts Google Pay:Yes,Good For:Brunch, Lunch, Dinner, Late Night, Dessert,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual, Trendy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Thu, Fri,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,1,1,MI,Roseville_MI,56.0,70.0,3.0,3.128571428571429,3,-9230138.400825426,5240779.415087366,6,0,1
1278,38.5491355,-90.4064529,Mellow Mushroom,Y,Y,296.0,https://www.yelp.com/biz/mellow-mushroom-st-louis-2?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,oiD4N-h7GotnsiXEa4Er5g,13144731135.0,"Pizza, Bars, Sandwiches",3.5,St. Louis,"['3811 S Lindbergh Blvd', 'St. Louis, MO 63127']",N,6.0,"['6r9FNW0-4aKqbPCX7UxTZg', 'd25F64cGmUUlr3z7KytQeQ', 'puNq5KmQs4HAzGhVajFj8w', 'SEWYaGpr7XxcLSQFYSV3iQ', 'tZuQQsz8fu2nEoUR2kHIGw', '5caby3KSDLzSm7OMKdiang']",63127,N,2,1217,$$,"Vegan Options:Yes,Curbside Pickup:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual, Trendy,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes,Has Pool Table:No",4,0,1,1,MO,St. Louis_MO,135.0,116.0,3.1777777777777776,3.7327586206896552,3,-10064000.301254071,4657293.338034541,3,0,1
1280,40.816805,-96.712089,Mellow Mushroom,Y,Y,152.0,https://www.yelp.com/biz/mellow-mushroom-lincoln-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,LZvERemAGw0v1J4lp35R0Q,14022613362.0,"Pizza, Bars, Sandwiches",3.5,Lincoln,"['601 R St', 'Ste 110', 'Lincoln, NE 68508']",N,1.0,['Y1Q-gZaxfN9YuN4aDa9dlg'],68508,N,1,693,$$,"Vegan Options:Yes,Curbside Pickup:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Garage, Street,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Hipster, Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:Yes,Waiter Service:Yes,Caters:Yes,Has Pool Table:No,Offers Military Discount:Yes",4,1,1,1,NE,Lincoln_NE,43.0,41.0,3.4651162790697674,3.902439024390244,3,-10765940.501033755,4985357.87949964,3,0,1
1281,40.0993,-83.09501,Mellow Mushroom,Y,Y,199.0,https://www.yelp.com/biz/mellow-mushroom-dublin?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,zcpLu23eKPbZFWw6yfAQkA,16143895445.0,"Pizza, Bars, Sandwiches",3.5,Dublin,"['6505 Dublin Center Dr', 'Dublin, OH 43017']",N,7.0,"['OloZtLvKNTzpQgsS9UwjaA', 'SDM0QLkwZjQ_CM5Gho-FAg', 'tm8sQkFL4Us9o3YcX8kdqQ', 'WbhmQvYQUwIHl_Fc_S5f_w', 'r95L_XEwoEuzqcKe8JKqCA', 'H5MZLuVmVYeKfgJRJZFQgQ', 'WfZuyFnTeJAK580dvCfdRg']",43017,N,2,325,$$,"Vegetarian Options:Yes,Happy Hour Specials:Yes,Curbside Pickup:Yes,Vegan Options:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:Yes,Has Pool Table:No,Offers Military Discount:Yes,Open to All:Yes",4,0,1,1,OH,Dublin_OH,51.0,35.0,3.549019607843137,3.6,3,-9250094.200661974,4880382.794747664,9,0,1
1282,35.05423,-85.31104,Mellow Mushroom,Y,Y,212.0,https://www.yelp.com/biz/mellow-mushroom-chattanooga-3?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,4fTwvlwaRqyhN97J0OTQ4g,14232665564.0,"Pizza, Bars, Sandwiches",4.0,Chattanooga,"['205 Broad St', 'Chattanooga, TN 37402']",N,4.0,"['aigzmzPnQeHiB6GMEB5u4Q', 'LC-fNnelv1I79wvCgZDr2w', '84hJ9M-mcNluebxCk9PViA', 'MXqg-mnd1OZG3QQJ_axUvQ']",37402,N,1,197,$$,"Health Score:99 out of 100,Vegetarian Options:Yes,Happy Hour Specials:Yes,Curbside Pickup:Yes,Vegan Options:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Street,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Sat, Sun,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:Yes,Waiter Service:Yes,Caters:Yes,Has Pool Table:No",4,1,0,1,TN,Chattanooga_TN,58.0,71.0,3.810344827586207,3.6901408450704234,3,-9496781.531844594,4171253.2287093853,3,0,1
1295,32.89693717,-117.19313833,Chili's,Y,Y,249.0,https://www.yelp.com/biz/chilis-san-diego-15?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,gzFqjDx_qU4qBKTkZxhN5Q,18584575962.0,"Tex-Mex, American (Traditional), Bars",3.0,San Diego,"['5969 Lusk Blvd', 'San Diego, CA 92121']",N,16.0,"['ONpty2x9-3KQuj13eic9-g', 'FO_jVQXFur-4YAUXAXsEAg', 'FF_nucNillvvqWQgQe56HQ', 'hCbO5_Gq6WUz0x6N9HeJ1g', '_iLn8mgr3C7C5-5xvKausA', 'T6UQ7NQbvAQNyNRCL0blsA', 'oSNzzJgJy74fdCYibHR7yg', 'iddDIKEGIaGfGFGPv-6K_Q', '5Ph3iPzqXPH6EetOEamF-A', 'jWxdVF3f9Rvu11_BJGW39A', 'ae5BMoOmCog0ELX37-wwiQ', 'FpEbN_Wr2qeVafkBGObStA', '61KDOooZtLKEww33wop76Q', 'Wmew4VAOAEaEHcmkFcgTqQ', 'wDB3YVmOjMQcgeStWS_bqg', '3JokIF6FZOUp6k7LvXn9ag']",92121,N,3,1117,$$,"Health Score:A,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:Yes,Has Pool Table:No",4,1,0,1,CA,San Diego_CA,66.0,45.0,2.984848484848485,2.977777777777778,3,-13045880.483361272,3881632.0729300193,9,0,1
1298,21.2781633041863,-157.785929360713,Chili's,Y,Y,722.0,https://www.yelp.com/biz/chilis-honolulu-5?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,CqMfrmPi2L4WtcvYfNlRIA,18087385773.0,"Tex-Mex, American (Traditional), Bars",3.5,Honolulu,"['4211 Waialae Ave', 'Honolulu, HI 96816']",N,6.0,"['NXAt_BOrUSCHuCR6pvY_Iw', 'qKYw7V6wJ4OzkzdgwFzEEQ', 'ozk8eKQsFTOFiOvf5J3BYg', 'Y5iSX9Y5O2PlXQXpxpZGbA', 'OnPZGei2hvJ-Y9SbRtzQCA', 'coOKvZmB0CBWOgeYOaRPVQ']",96816,N,2,563,$$,"Happy Hour Specials:Yes,Kids Menu:Yes,High Chairs:Yes,Contactless Delivery:Yes,Curbside Pickup:Yes,Stroller Parking:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Dessert,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat, Sun,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes,Has Pool Table:No",4,0,1,1,HI,Honolulu_HI,147.0,249.0,3.73469387755102,3.718875502008032,3,-17564649.310778007,2425077.664996495,11,0,1
1299,39.025175,-104.823484,The Brass Tap,Y,N,144.0,https://www.yelp.com/biz/the-brass-tap-colorado-springs?adjust_creative=9ddkqBy8pBwcb1mh_8rDpw&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=9ddkqBy8pBwcb1mh_8rDpw,NZtUy-9J_SAJ6NQD4BqA2g,17194878076.0,"Sports Bars, American (Traditional)",4.0,Colorado Springs,"['13271 Bass Pro Dr', 'Ste 110', 'Colorado Springs, CO 80921']",N,0.0,,80921,Y,1,244,$$,"Health Score:87 out of 100,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch,Parking:Private Lot,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:No,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri,Coat Check:No,Smoking:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,0,1,CO,Colorado Springs_CO,31.0,83.0,3.612903225806452,3.8313253012048194,3,-11668896.862056859,4725278.317128679,3,0,1
1302,30.2229192,-85.8722423,The Brass Tap,Y,N,94.0,https://www.yelp.com/biz/the-brass-tap-pier-park-panama-city-beach?adjust_creative=aVWx-leShBUsDvJoPZDtvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=aVWx-leShBUsDvJoPZDtvA,WZ7KjOGJkwKYGkwBx7iVAQ,18507083131.0,"Bars, American (Traditional), Beer Gardens",3.5,Panama City Beach,"['100 Pier Park Dr', 'Ste 130', 'Panama City Beach, FL 32413']",N,0.0,,32413,Y,1,962,$$,"Health Score:Pass,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Hipster, Casual, Trendy,Noise Level:Average,Music:Live,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Thu, Sat,Coat Check:No,Smoking:Outdoor Area / Patio Only,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,FL,Panama City Beach_FL,35.0,40.0,3.657142857142857,3.35,3,-9559254.286112607,3532236.3316106736,6,0,1
1306,33.470657348632805,-86.77130126953121,Brio Tuscan Grille,Y,N,177.0,https://www.yelp.com/biz/brio-tuscan-grille-birmingham?adjust_creative=aVWx-leShBUsDvJoPZDtvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=aVWx-leShBUsDvJoPZDtvA,2md0SLgHo87q6_yqcP1JPQ,12058799177.0,"Italian, Pizza, Bars",3.5,Birmingham,"['591 Brookwood Village', 'Birmingham, AL 35209']",N,0.0,,35209,Y,1,100,$$,"Vegan Options:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Valet, Garage,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Romantic, Classy, Upscale,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes,Has Pool Table:No",4,1,1,1,AL,Birmingham_AL,39.0,70.0,3.5128205128205128,3.5285714285714285,3,-9659337.072793948,3957943.7871805443,3,0,1
1307,33.308416492549,-111.74323310078002,Brio Tuscan Grille,Y,N,606.0,https://www.yelp.com/biz/brio-tuscan-grille-gilbert?adjust_creative=9ddkqBy8pBwcb1mh_8rDpw&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=9ddkqBy8pBwcb1mh_8rDpw,JsUprRhyzQyukZmAhcOg0A,14809179177.0,"Italian, Pizza, Cocktail Bars",3.5,Gilbert,"['2150 E Williams Field Rd', 'Ste 118', 'Gilbert, AZ 85295']",N,0.0,,85295,Y,1,473,$$,"Health Score:82 out of 100,Vegetarian Options:Yes,Vegan Options:Yes,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:Yes,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Romantic, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes,Has Pool Table:No",4,1,1,1,AZ,Gilbert_AZ,118.0,209.0,3.6779661016949152,3.6794258373205744,3,-12439199.808372904,3936313.0118034016,9,0,1
1318,40.7674259426619,-111.889959643631,Brio Tuscan Grille,Y,N,246.0,https://www.yelp.com/biz/brio-tuscan-grille-salt-lake-city?adjust_creative=aVWx-leShBUsDvJoPZDtvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=aVWx-leShBUsDvJoPZDtvA,Jub_y8NMVt1MMw6S4NGzHw,18013594401.0,"Italian, Desserts, Bars",3.5,Salt Lake City,"['80 South Regent St', 'Salt Lake City, UT 84111']",N,0.0,,84111,Y,1,1113,$$,"Health Score:66 out of 100,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Garage,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:No,Best Nights:Fri,Outdoor Seating:Yes,Wi-Fi:No,Has TV:No,Dogs Allowed:No,Waiter Service:Yes,Drive-Thru:No,Caters:No,Has Pool Table:No",2,1,1,1,UT,Salt Lake City_UT,69.0,79.0,3.811594202898551,3.4683544303797467,3,-12455533.332408933,4978097.331230143,11,0,1
1321,26.2836226502317,-80.18861353397371,Bar Louie,Y,N,537.0,https://www.yelp.com/biz/bar-louie-coconut-creek-coconut-creek-2?adjust_creative=aVWx-leShBUsDvJoPZDtvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=aVWx-leShBUsDvJoPZDtvA,X4QVyiCqw7YnF32JxJ-egw,19545435866.0,"American (New), Bars, Gastropubs",3.5,Coconut Creek,"['4443 Lyons Rd', 'Ste D-101', 'Coconut Creek, FL 33073']",N,0.0,,33073,Y,1,237,$$,"Health Score:Pass,Happy Hour Specials:Yes,Curbside Pickup:Yes,Vegan Options:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner, Late Night, Dessert,Parking:Garage, Street,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual, Classy,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sat,Coat Check:No,Smoking:Outdoor Area / Patio Only,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,1,1,FL,Coconut Creek_FL,142.0,212.0,3.2253521126760565,3.443396226415094,3,-8926555.626020558,3034251.440779761,11,0,1
1323,41.9818509309924,-87.8354948759079,Bar Louie,Y,N,166.0,https://www.yelp.com/biz/bar-louie-o-hare-chicago-2?adjust_creative=9ddkqBy8pBwcb1mh_8rDpw&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=9ddkqBy8pBwcb1mh_8rDpw,51m6tFS8JkLHtivfMhiNKw,17733328029.0,"American (New), Bars, Gastropubs",3.5,Chicago,"['5615 N Cumberland Ave', 'Chicago, IL 60631']",N,0.0,,60631,Y,1,209,$$,"Happy Hour Specials:Yes,Curbside Pickup:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night,Parking:Garage, Private Lot,Bike Parking:Yes,Good for Kids:No,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",3,1,1,1,IL,Chicago_IL,40.0,50.0,3.25,3.48,3,-9777802.563161258,5158261.189107611,11,0,1
1327,39.6338164,-86.12177659999998,Bar Louie,Y,N,127.0,https://www.yelp.com/biz/bar-louie-greenwood-greenwood?adjust_creative=aVWx-leShBUsDvJoPZDtvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=aVWx-leShBUsDvJoPZDtvA,7_QSRB1ISoSB9L3zpYE6sg,13172155400.0,"Bars, American (New), Gastropubs",3.5,Greenwood,"['1251 US 31 N', 'Greenwood, IN 46142']",N,0.0,,46142,Y,1,503,$$,"Happy Hour Specials:Yes,Curbside Pickup:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Dinner,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual, Trendy,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes",4,1,1,0,IN,Greenwood_IN,40.0,57.0,3.55,3.736842105263158,3,-9587032.317324061,4812871.292988742,7,0,1
1328,39.0952052160554,-84.4957208633423,Bar Louie,Y,N,194.0,https://www.yelp.com/biz/bar-louie-newport-on-the-levee-newport?adjust_creative=5eLFW9UdgmwhzZmlEjDEaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=5eLFW9UdgmwhzZmlEjDEaw,DXrMOamU1FmM_5oj9jNu3w,18592914222.0,"Bars, American (New), Gastropubs",3.0,Newport,"['1 Levee Way', 'Ste 3118', 'Newport, KY 41071']",N,0.0,,41071,Y,1,875,$$,"Happy Hour Specials:Yes,Takes Reservations:No,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Dinner, Late Night,Parking:Garage,Bike Parking:Yes,Good for Kids:No,Good for Groups:Yes,Ambience:Trendy,Noise Level:Average,Alcohol:Full Bar,Best Nights:Wed, Fri, Sat,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:No,Has Pool Table:No",3,0,0,1,KY,Newport_KY,44.0,57.0,2.977272727272727,3.0526315789473686,3,-9406020.620717848,4735318.092423652,7,0,1
1329,42.702532,-83.29576899999998,Bar Louie,Y,N,214.0,https://www.yelp.com/biz/bar-louie-auburn-hills-auburn-hills?adjust_creative=5eLFW9UdgmwhzZmlEjDEaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=5eLFW9UdgmwhzZmlEjDEaw,cW0ysVCgdIs-PGfFW13FAg,12484090087.0,"American (New), Bars, Gastropubs",3.0,Auburn Hills,"['4390 Baldwin Rd', 'Auburn Hills, MI 48326']",N,0.0,,48326,Y,1,46,$$,"Happy Hour Specials:Yes,Curbside Pickup:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:No,Has Pool Table:No",4,1,1,0,MI,Auburn Hills_MI,45.0,77.0,2.7555555555555555,2.4545454545454546,3,-9272442.59031414,5266803.233756936,6,0,1
