,Lat,Long,Name,On_Yelp,Treated_Yelp,Review_count,Link,ID,Phone,Categories,Rating,City,Address,Treated_NonYelp,Num_control,Info_control,Zip,Control,Freq,City_code,Price,Amenities,Amenity_score,Takes_reservations,Offers_delivery,Parking_available,State,Geo_code,Review_count_before,Review_count_after,Rating_before,Rating_after,Match,x,y,n_neighbors,high_sub,high_rating
1024,37.6366006,-122.418852,Hooters,Y,N,580.0,https://www.yelp.com/biz/hooters-san-bruno?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,NDN37Oz4drv_gzxy6AEb2w,16505884900.0,"American (Traditional), Sports Bars, Chicken Wings",2.5,San Bruno,"['1150 El Camino Real', 'Ste 210', 'San Bruno, CA 94066']",N,0.0,,94066,Y,1,1116,$$,"Health Score:71 out of 100,Kids Activities Nearby:Yes,Happy Hour Specials:Yes,Curbside Pickup:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:No,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Mon, Tue, Sat,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes,Has Pool Table:No",3,0,1,1,CA,San Bruno_CA,104.0,52.0,2.298076923076923,2.5576923076923075,3,-13627604.26813712,4528216.098244844,11,0,0
1032,27.9779033660889,-82.8272705078125,Hooters,Y,N,158.0,https://www.yelp.com/biz/hooters-clearwater-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,AOL3vYXvR8PxW5lm6Sq5Gg,17274437263.0,"Sports Bars, Chicken Wings, American (Traditional)",2.5,Clearwater,"['381 Mandalay Ave', 'Clearwater, FL 33767']",N,0.0,,33767,Y,1,227,$$,"Health Score:Pass,Kids Menu:Yes,Happy Hour Specials:Yes,Vegetarian Options:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Street,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:No,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes,Has Pool Table:No,Gender Neutral Restrooms:Yes,Open to All:Yes",3,0,1,1,FL,Clearwater_FL,48.0,54.0,2.708333333333333,2.425925925925926,3,-9220289.576726414,3246188.195182524,4,0,0
1034,30.324584,-81.660349,Hooters,Y,N,141.0,https://www.yelp.com/biz/hooters-jacksonville-2?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,zi8O4s2mELOJAhGJlq2-9A,19043565400.0,"American (Traditional), Sports Bars, Chicken Wings",2.0,Jacksonville,"['2 Independent Dr', 'Ste 103', 'Jacksonville, FL 32202']",N,0.0,,32202,Y,1,594,$$,"Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Divey, Casual,Noise Level:Loud,Alcohol:Full Bar,Good For Happy Hour:Yes,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:Yes,Has Pool Table:No",4,0,1,0,FL,Jacksonville_FL,42.0,45.0,2.595238095238096,1.711111111111111,3,-9090388.468681008,3545340.6944609415,4,0,0
1035,27.784572,-82.78232,Hooters,Y,N,115.0,https://www.yelp.com/biz/hooters-madeira-beach?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,-vw5_lpIfc1hGyMn8gIYFg,17277974668.0,"American (Traditional), Sports Bars, Chicken Wings",2.5,Madeira Beach,"['192 Johns Pass Boardwalk W', 'Madeira Beach, FL 33708']",N,0.0,,33708,Y,1,728,$$,"Health Score:Pass,Vegetarian Options:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Accepts Cryptocurrency:No,Good For:Lunch, Dinner,Parking:Garage,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual, Touristy,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Thu, Sat,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:Yes,Has Pool Table:No,Open to All:Yes",4,0,1,1,FL,Madeira Beach_FL,34.0,39.0,1.8235294117647056,2.6153846153846154,3,-9215285.709085828,3221840.2971210144,9,0,0
1036,26.008678,-80.247268,Hooters,Y,N,166.0,https://www.yelp.com/biz/hooters-pembroke-pines?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,NK9SfamV63PK1uco9Ib8Pw,19549626330.0,"American (Traditional), Sports Bars, Chicken Wings",2.5,Pembroke Pines,"['7990 Pines Blvd', 'Pembroke Pines, FL 33024']",N,0.0,,33024,Y,1,982,$$,"Health Score:Pass,Curbside Pickup:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:Yes,Has Pool Table:No",4,0,1,1,FL,Pembroke Pines_FL,45.0,40.0,2.533333333333333,2.2,3,-8933085.011311358,3000155.790630287,5,0,0
1047,35.227646816688704,-80.8439793190317,Hooters,Y,N,131.0,https://www.yelp.com/biz/hooters-charlotte?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,-GWI_4FktOD7fwHW1DgZCA,17043334566.0,"Chicken Wings, Sports Bars, American (Traditional)",2.0,Charlotte,"['123 W Trade St', 'Charlotte, NC 28202']",N,0.0,,28202,Y,1,193,$$,"Health Score:98 out of 100,Curbside Pickup:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Lunch,Bike Parking:No,Good for Kids:No,Good for Groups:Yes,Ambience:Touristy,Noise Level:Loud,Alcohol:Full Bar,Good For Happy Hour:Yes,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:Yes,Has Pool Table:No",3,0,1,0,NC,Charlotte_NC,32.0,42.0,2.75,1.761904761904762,3,-8999510.611496547,4194860.632034441,11,0,0
1050,36.05792432265911,-115.243338022306,Hooters,Y,N,412.0,https://www.yelp.com/biz/hooters-las-vegas-8?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,FfG8twx5K18y268Gp4dSKA,17022609464.0,"American (Traditional), Sports Bars, Chicken Wings",2.5,Las Vegas,"['7155 S Rainbow Blvd', 'Las Vegas, NV 89118']",N,0.0,,89118,Y,1,669,$$,"Contactless Delivery:Yes,Vegetarian Options:Yes,Curbside Pickup:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Tue, Fri, Sat,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes,Has Pool Table:No",4,1,1,1,NV,Las Vegas_NV,113.0,115.0,2.221238938053097,2.208695652173913,3,-12828829.705960209,4308594.599449514,11,0,0
1053,30.2592845030762,-97.7493301748514,Hooters,Y,N,215.0,https://www.yelp.com/biz/hooters-austin?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,GOnA0aef-tjC2yYC3uwl9A,15124789464.0,"American (Traditional), Sports Bars, Chicken Wings",2.0,Austin,"['425 W Riverside', 'Austin, TX 78704']",N,0.0,,78704,Y,1,54,$$,"Health Score:88 out of 100,Takes Reservations:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Best Nights:Mon, Sat, Sun,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Caters:Yes,Has Pool Table:No",4,0,0,1,TX,Austin_TX,69.0,73.0,2.028985507246377,1.547945205479452,3,-10881405.660448028,3536922.178108654,10,0,0
1056,32.8410173590239,-96.9927434079866,Hooters,Y,N,132.0,https://www.yelp.com/biz/hooters-irving?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,mzsil2XWs_mcZEDUxP-PyQ,19726599464.0,"American (Traditional), Sports Bars, Chicken Wings",2.0,Irving,"['2522 N Beltline Rd', 'Irving, TX 75062']",N,0.0,,75062,Y,1,586,$$,"Curbside Pickup:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Lunch, Dinner,Bike Parking:Yes,Good for Kids:No,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Sun,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Caters:Yes,Has Pool Table:No",3,0,1,0,TX,Irving_TX,45.0,38.0,2.2222222222222223,1.631578947368421,3,-10797182.806819709,3874220.6397324027,4,0,0
1060,38.885563131752704,-77.44395712822441,Hooters,Y,N,173.0,https://www.yelp.com/biz/hooters-chantilly?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,M-DgLAf-CNTTmVJdcIXuzQ,17033787426.0,"Chicken Wings, Sports Bars, American (Traditional)",2.5,Chantilly,"['14441 Brookfield Tower Dr', 'Chantilly, VA 20151']",N,0.0,,20151,Y,1,190,$$,"Health Score:98 out of 100,Happy Hour Specials:Yes,Curbside Pickup:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat, Sun,Coat Check:No,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:Yes,Has Pool Table:No",4,0,1,1,VA,Chantilly_VA,50.0,48.0,2.38,2.4375,3,-8621021.87253005,4705292.704100794,8,0,0
1061,38.86299687518761,-77.2922040944948,Hooters,Y,N,160.0,https://www.yelp.com/biz/hooters-fairfax?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,RVzp9_90L6tRDXcjgepEww,17033595850.0,"Chicken Wings, Sports Bars, American (Traditional)",2.5,Fairfax,"['10060 Fairfax Blvd', 'Fairfax, VA 22030']",N,0.0,,22030,Y,1,387,$$,"Health Score:96 out of 100,Happy Hour Specials:Yes,Curbside Pickup:Yes,Takes Reservations:No,Offers Delivery:Yes,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Thu, Sat,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:Yes,Has Pool Table:No",4,0,1,1,VA,Fairfax_VA,52.0,36.0,2.826923076923077,3.0,3,-8604128.802088935,4702066.007012897,11,0,0
1089,40.81012800000001,-73.9514697,Buffalo Wild Wings,Y,N,329.0,https://www.yelp.com/biz/buffalo-wild-wings-new-york-2?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,r_mZ0-XWPNBNUEa2__Fhtw,12126659453.0,"Chicken Wings, Sports Bars, American (Traditional)",2.0,New York,"['2319 Frederick Douglass Blvd', 'New York, NY 10027']",N,0.0,,10027,Y,1,865,$$,"Health Score:A,Takes Reservations:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night,Parking:Street,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Thu, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,0,1,NY,New York_NY,117.0,139.0,2.068376068376069,1.7697841726618706,3,-8232239.9504182,4984375.797673872,11,0,0
1091,40.635482756384,-73.640028,Buffalo Wild Wings,Y,N,127.0,https://www.yelp.com/biz/buffalo-wild-wings-oceanside-5?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,vez8vORuCz3r6T7leWs7Eg,15165369453.0,"Chicken Wings, Sports Bars, American (Traditional)",2.0,Oceanside,"['3131 Long Beach Rd', 'Oceanside, NY 11572']",N,0.0,,11572,Y,1,926,$$,"Health Score:90 out of 100,Happy Hour Specials:Yes,Takes Reservations:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Mon, Fri, Sat,Coat Check:No,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,0,1,NY,Oceanside_NY,67.0,46.0,2.194029850746269,2.0434782608695654,3,-8197570.418962409,4958723.222515577,9,0,0
1093,30.07862,-95.51787,Buffalo Wild Wings,Y,N,100.0,https://www.yelp.com/biz/buffalo-wild-wings-spring?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,cH2iTq6Tj1Vvp5nTzIQr3g,12812887300.0,"American (Traditional), Chicken Wings, Sports Bars",2.5,Spring,"['21322 Kuykendahl Rd', 'Ste A', 'Spring, TX 77379']",N,0.0,,77379,Y,1,1200,$$,"Takes Reservations:No,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:No,Good for Kids:Yes,Good for Groups:Yes,Ambience:Casual,Noise Level:Loud,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Tue, Thu, Sat,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Caters:Yes,Has Pool Table:No",4,0,0,1,TX,Spring_TX,39.0,31.0,2.641025641025641,1.7419354838709675,3,-10633000.650058102,3513659.7198096365,7,0,0
1209,33.535204,-112.262687,Dave & Buster's,Y,N,308.0,https://www.yelp.com/biz/dave-and-busters-glendale?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,MatGnwADyILP8utonlTWDg,16237597800.0,"Bars, American (Traditional), Arcades",2.5,Glendale,"['9460 W Hanna Dr', 'Glendale, AZ 85305']",N,0.0,,85305,Y,1,478,$$,"Health Score:93 out of 100,Kids Activities Nearby:Yes,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Lunch, Dinner, Late Night, Dessert,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Wed, Fri, Sat,Coat Check:No,Smoking:Outdoor Area / Patio Only,Outdoor Seating:Yes,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:Yes",5,1,0,0,AZ,Glendale_AZ,132.0,123.0,2.090909090909091,2.739837398373984,3,-12497025.151924653,3966560.7274908535,11,0,0
1223,39.681221,-104.938801,Dave & Buster's,Y,N,425.0,https://www.yelp.com/biz/dave-and-busters-denver-5?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,ul1pWhhTQt9zP5UlW2A2-g,13037591515.0,"American (Traditional), Arcades, Bars",2.5,Denver,"['2000 S Colorado Blvd', 'Denver, CO 80222']",N,0.0,,80222,Y,1,307,$$,"Health Score:68 out of 100,Happy Hour Specials:Yes,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner, Late Night,Parking:Garage, Street, Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Very Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:Yes",5,1,0,1,CO,Denver_CO,108.0,107.0,2.240740740740741,2.205607476635514,3,-11681733.891776668,4819725.743825665,7,0,0
1225,26.040151596069304,-80.1622772216797,Dave & Buster's,Y,N,405.0,https://www.yelp.com/biz/dave-and-busters-hollywood?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,CuKcYdwGB2oBfYarTX0Udw,19549235505.0,"Bars, Arcades, American (Traditional)",2.5,Hollywood,"['3000 Oakwood Blvd', 'Hollywood, FL 33020']",N,0.0,,33020,Y,1,555,$$,"Health Score:Pass,Happy Hour Specials:Yes,Takes Reservations:No,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner,Parking:Street, Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Coat Check:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Caters:No,Has Pool Table:Yes",5,0,0,1,FL,Hollywood_FL,89.0,148.0,2.606741573033708,1.966216216216216,3,-8923623.881146617,3004054.741009437,8,0,0
1226,30.244959,-81.58716899999997,Dave & Buster's,Y,N,258.0,https://www.yelp.com/biz/dave-and-busters-jacksonville?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,menoS_v2sEhVnmSu-M06Lw,19042961525.0,"Arcades, American (Traditional), Bars",2.5,Jacksonville,"['7025 Salisbury Rd', 'Jacksonville, FL 32256']",N,0.0,,32256,Y,1,594,$$,"Health Score:Pass,Play Area:Yes,Kids Activities Nearby:Yes,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Dinner,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Sat,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,1,0,1,FL,Jacksonville_FL,63.0,104.0,2.7142857142857144,2.4423076923076925,3,-9082242.108344752,3535076.0602464285,10,0,0
1230,33.9803457512455,-84.07846695370979,Dave & Buster's,Y,N,145.0,https://www.yelp.com/biz/dave-and-busters-lawrenceville?adjust_creative=o6NWcctsZY7V2dWUCbEA8w&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=o6NWcctsZY7V2dWUCbEA8w,S8iMKA1aspkDddrO_F049A,16788475400.0,"American (Traditional), Arcades, Bars",2.5,Lawrenceville,"['5900 Sugarloaf Pkwy', 'Ste 441', 'Lawrenceville, GA 30043']",N,0.0,,30043,Y,1,675,$$,"Health Score:A,Kids Menu:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Good For:Lunch, Dinner, Late Night, Dessert,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual, Classy,Noise Level:Very Loud,Good For Dancing:Yes,Alcohol:Full Bar,Best Nights:Sun,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Caters:Yes,Has Pool Table:Yes",5,1,0,0,GA,Lawrenceville_GA,39.0,43.0,2.58974358974359,2.488372093023256,3,-9359572.127966054,4026163.245936711,3,0,0
1231,33.919636,-84.48526,Dave & Buster's,Y,N,335.0,https://www.yelp.com/biz/dave-and-busters-marietta?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,u0SN734cEUs98RL12cgMUw,17709515554.0,"Bars, American (Traditional), Arcades",2.5,Marietta,"['2215 D And B Dr SE', 'Marietta, GA 30067']",N,0.0,,30067,Y,1,747,$$,"Health Score:B,Happy Hour Specials:Yes,Takes Reservations:Yes,Offers Delivery:No,Offers Takeout:No,Accepts Credit Cards:Yes,Accepts Google Pay:No,Good For:Lunch, Dinner, Late Night,Parking:Private Lot,Bike Parking:No,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Average,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:Yes,Best Nights:Fri, Sat,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No,Has Pool Table:Yes",5,1,0,1,GA,Marietta_GA,73.0,99.0,2.4246575342465757,2.4242424242424243,3,-9404856.122737324,4018016.2021712507,8,0,0
1235,42.242569,-87.948767,Dave & Buster's,Y,N,228.0,https://www.yelp.com/biz/dave-and-busters-vernon-hills-2?adjust_creative=wxOdKssmCr1HKHSL3hLR-Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=wxOdKssmCr1HKHSL3hLR-Q,h_SLIzBaEmjkQfKVIPJKRw,18475492118.0,"Arcades, Bars, American (Traditional)",2.5,Vernon Hills,"['424 Hawthorn Ctr', 'Vernon Hills, IL 60061']",N,0.0,,60061,Y,1,1313,$$,"Health Score:82 out of 100,Play Area:Yes,Kids Activities Nearby:Yes,Takes Reservations:No,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:No,Good For:Dinner, Late Night,Bike Parking:Yes,Wheelchair Accessible:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:No,Best Nights:Wed, Fri, Sat,Coat Check:Yes,Smoking:No,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Dogs Allowed:No,Waiter Service:Yes,Caters:No,Has Pool Table:No",4,0,0,0,IL,Vernon Hills_IL,96.0,65.0,2.3541666666666665,2.0923076923076924,3,-9790411.958336264,5197384.644743317,8,0,0
1239,42.5025,-71.13936,Dave & Buster's,Y,N,378.0,https://www.yelp.com/biz/dave-and-busters-woburn-3?adjust_creative=X1tIGiyfjABEeMQZlLqJVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=X1tIGiyfjABEeMQZlLqJVg,-hdRA7xgZPnDozuYhkFycg,17814964900.0,"Arcades, Bars, American (Traditional)",2.5,Woburn,"['271 Mishawum Rd', 'Woburn', 'Woburn, MA 01801']",N,0.0,,1801,Y,1,1416,$$,"Kids Activities Nearby:Yes,Kids Menu:Yes,Takes Reservations:No,Offers Delivery:No,Offers Takeout:Yes,Accepts Credit Cards:Yes,Accepts Apple Pay:No,Accepts Google Pay:Yes,Good For:Dinner, Late Night, Dessert,Parking:Private Lot,Bike Parking:Yes,Good for Kids:Yes,Good for Groups:Yes,Attire:Casual,Ambience:Casual,Noise Level:Loud,Good For Dancing:No,Alcohol:Full Bar,Good For Happy Hour:No,Best Nights:Fri,Outdoor Seating:No,Wi-Fi:Free,Has TV:Yes,Waiter Service:Yes,Caters:No",4,0,0,1,MA,Woburn_MA,174.0,121.0,2.454022988505747,2.1818181818181817,3,-7919197.330559375,5236551.259637151,3,0,0
